Assets,Return,Volatility
0 18 33 51 ,7.4275,11.133
0 18 33 52 ,7.3975,10.9217
0 18 34 35 ,7.025,10.4175
0 18 34 38 ,7.0325,10.4646
0 18 34 44 ,7.08,10.0688
0 18 34 51 ,7.605,11.0255
0 18 34 52 ,7.575,10.8537
0 18 35 51 ,7.45,10.8725
0 18 35 52 ,7.42,10.799
0 18 36 51 ,7.165,10.4678
0 18 36 52 ,7.135,10.3389
0 18 38 51 ,7.4575,10.7261
0 18 38 52 ,7.4275,10.4748
0 18 43 51 ,7.6025,10.3889
0 18 43 52 ,7.5725,10.0073
0 18 44 51 ,7.505,10.2535
0 18 51 52 ,8,11.8742
0 19 22 25 ,7.4025,10.7659
0 19 22 31 ,7.1375,10.4071
0 19 22 32 ,7.1525,10.2721
0 19 22 51 ,7.31,10.1762
0 19 22 52 ,7.28,10.1651
0 19 23 25 ,7.625,11.2054
0 19 23 27 ,7.6175,10.4248
0 19 23 28 ,7.17,10.0913
0 19 23 29 ,7.3125,10.2204
0 19 23 31 ,7.36,10.8934
0 19 23 32 ,7.375,10.733
0 19 23 34 ,7.1075,10.2248
0 19 23 51 ,7.5325,10.6724
0 19 23 52 ,7.5025,10.65
0 19 24 25 ,7.6225,11.4474
0 19 24 27 ,7.615,10.6171
0 19 24 28 ,7.1675,10.3439
0 19 24 29 ,7.31,10.4843
0 19 24 31 ,7.3575,11.1186
0 19 24 32 ,7.3725,10.9747
0 19 24 34 ,7.105,10.615
0 19 24 51 ,7.53,10.9848
0 19 24 52 ,7.5,11.163
0 19 25 26 ,7.9525,10.4374
0 19 25 28 ,7.8575,11.3053
0 19 25 29 ,8,11.4404
0 19 25 33 ,7.6175,11.1149
0 19 25 34 ,7.795,10.9996
0 19 25 35 ,7.64,10.7825
0 19 25 36 ,7.355,10.4166
0 19 25 38 ,7.6475,10.6547
0 19 25 43 ,7.7925,10.1759
0 19 25 44 ,7.695,10.3216
0 19 26 31 ,7.6875,10.1884
0 19 26 32 ,7.7025,10.0948
0 19 27 28 ,7.85,10.6669
0 19 27 29 ,7.9925,10.6984
0 19 27 33 ,7.61,10.4093
0 19 27 34 ,7.7875,10.1841
0 19 27 35 ,7.6325,10.0497
0 19 28 29 ,7.545,10.3222
0 19 28 31 ,7.5925,10.9518
0 19 28 32 ,7.6075,10.7932
0 19 28 33 ,7.1625,10.0062
0 19 28 51 ,7.765,10.6004
0 19 28 52 ,7.735,10.3435
0 19 29 31 ,7.735,11.0664
0 19 29 32 ,7.75,10.9303
0 19 29 33 ,7.305,10.1266
0 19 29 34 ,7.4825,10.0088
0 19 29 51 ,7.9075,10.6309
0 19 29 52 ,7.8775,10.4265
0 19 30 36 ,7.9925,10.6639
0 19 30 49 ,7.32,10.6227
0 19 30 50 ,7.35,10.4034
0 19 30 55 ,7.31,10.3337
0 19 31 32 ,7.7975,12.167
0 19 31 33 ,7.3525,10.8537
0 19 31 34 ,7.53,10.627
0 19 31 35 ,7.375,10.5042
0 19 31 36 ,7.09,10.0732
0 19 31 38 ,7.3825,10.3587
0 19 31 43 ,7.5275,10.1764
0 19 31 51 ,7.955,11.5205
0 19 31 52 ,7.925,11.3218
0 19 32 33 ,7.3675,10.6989
0 19 32 34 ,7.545,10.4674
0 19 32 35 ,7.39,10.3683
0 19 32 38 ,7.3975,10.2027
0 19 32 43 ,7.5425,10.0632
0 19 32 51 ,7.97,11.357
0 19 32 52 ,7.94,11.2527
0 19 33 51 ,7.525,10.4596
0 19 33 52 ,7.495,10.3441
0 19 34 51 ,7.7025,10.3823
0 19 34 52 ,7.6725,10.3096
0 19 35 51 ,7.5475,10.296
0 19 35 52 ,7.5175,10.3282
0 19 38 51 ,7.555,10.0675
0 20 23 30 ,7.51,10.0786
0 20 24 30 ,7.5075,10.3581
0 20 25 27 ,7.5525,10.1803
0 20 25 28 ,7.105,10.016
0 20 25 29 ,7.2475,10.1482
0 20 25 31 ,7.295,10.6126
0 20 25 32 ,7.31,10.473
0 20 25 51 ,7.4675,10.204
0 20 25 52 ,7.4375,10.0061
0 20 27 31 ,7.2875,10.3912
0 20 27 32 ,7.3025,10.4394
0 20 28 30 ,7.7425,10.1669
0 20 29 30 ,7.885,10.1919
0 20 30 31 ,7.9325,11.3916
0 20 30 32 ,7.9475,11.5092
0 20 30 33 ,7.5025,10.0371
0 20 31 32 ,7.045,10.7458
0 20 31 51 ,7.2025,10.0525
0 20 51 52 ,7.345,10.1295
0 21 22 25 ,7.1675,10.0898
0 21 22 30 ,7.805,10.344
0 21 23 25 ,7.39,10.519
0 21 23 31 ,7.125,10.1883
0 21 23 32 ,7.14,10.0329
0 21 23 51 ,7.2975,10.0966
0 21 23 52 ,7.2675,10.1574
0 21 24 25 ,7.3875,10.758
0 21 24 31 ,7.1225,10.4096
0 21 24 32 ,7.1375,10.2717
0 21 24 51 ,7.295,10.4072
0 21 24 52 ,7.265,10.6756
0 21 25 28 ,7.6225,10.6294
0 21 25 29 ,7.765,10.7111
0 21 25 31 ,7.8125,11.2352
0 21 25 32 ,7.8275,11.0963
0 21 25 33 ,7.3825,10.3989
0 21 25 34 ,7.56,10.2949
0 21 25 35 ,7.405,10.1356
0 21 25 51 ,7.985,10.9202
0 21 25 52 ,7.955,10.7097
0 21 27 31 ,7.805,11.0663
0 21 27 32 ,7.82,11.1043
0 21 27 51 ,7.9775,10.4586
0 21 27 52 ,7.9475,10.3517
0 21 28 31 ,7.3575,10.2548
0 21 28 32 ,7.3725,10.1015
0 21 28 51 ,7.53,10.0248
0 21 29 31 ,7.5,10.3129
0 21 29 32 ,7.515,10.1828
0 21 30 36 ,7.7575,10.0664
0 21 30 49 ,7.085,10.0794
0 21 31 32 ,7.5625,11.4248
0 21 31 33 ,7.1175,10.1215
0 21 31 51 ,7.72,10.8532
0 21 31 52 ,7.69,10.7221
0 21 32 51 ,7.735,10.6948
0 21 32 52 ,7.705,10.6644
0 21 51 52 ,7.8625,10.9689
0 22 23 24 ,7.2125,13.4025
0 22 23 25 ,7.9025,13.5354
0 22 23 26 ,7.5425,11.6603
0 22 23 27 ,7.895,12.3999
0 22 23 28 ,7.4475,12.4368
0 22 23 29 ,7.59,12.5685
0 22 23 31 ,7.6375,12.9889
0 22 23 32 ,7.6525,12.8081
0 22 23 33 ,7.2075,12.5724
0 22 23 34 ,7.385,12.7672
0 22 23 35 ,7.23,12.5885
0 22 23 38 ,7.2375,12.3879
0 22 23 39 ,7.0775,11.1855
0 22 23 41 ,7.715,11.0127
0 22 23 43 ,7.3825,11.3779
0 22 23 44 ,7.285,11.9097
0 22 23 51 ,7.81,12.913
0 22 23 52 ,7.78,12.8689
0 22 23 58 ,7.2675,10.9787
0 22 24 25 ,7.9,13.8388
0 22 24 26 ,7.54,12.0282
0 22 24 27 ,7.8925,12.674
0 22 24 28 ,7.445,12.7538
0 22 24 29 ,7.5875,12.894
0 22 24 31 ,7.635,13.285
0 22 24 32 ,7.65,13.1194
0 22 24 33 ,7.205,12.911
0 22 24 34 ,7.3825,13.1893
0 22 24 35 ,7.2275,12.9611
0 22 24 38 ,7.235,12.7766
0 22 24 39 ,7.075,11.5671
0 22 24 41 ,7.7125,11.3501
0 22 24 43 ,7.38,11.6736
0 22 24 44 ,7.2825,12.2995
0 22 24 51 ,7.8075,13.2792
0 22 24 52 ,7.7775,13.4025
0 22 24 58 ,7.265,11.3386
0 22 25 33 ,7.895,13.3411
0 22 25 35 ,7.9175,13.1326
0 22 25 36 ,7.6325,12.7697
0 22 25 37 ,7.675,12.1887
0 22 25 38 ,7.925,12.9675
0 22 25 39 ,7.765,11.8735
0 22 25 40 ,7.6375,10.3821
0 22 25 42 ,7.6475,11.1572
0 22 25 44 ,7.9725,12.5127
0 22 25 46 ,7.4775,10.9923
0 22 25 48 ,7.3175,10.9273
0 22 25 58 ,7.955,11.5083
0 22 26 28 ,7.775,11.4191
0 22 26 29 ,7.9175,11.6095
0 22 26 31 ,7.965,11.9787
0 22 26 32 ,7.98,11.8489
0 22 26 33 ,7.535,11.4389
0 22 26 34 ,7.7125,11.4999
0 22 26 35 ,7.5575,11.299
0 22 26 36 ,7.2725,10.903
0 22 26 37 ,7.315,10.3242
0 22 26 38 ,7.565,11.1106
0 22 26 39 ,7.405,10.0345
0 22 26 43 ,7.71,10.2936
0 22 26 44 ,7.6125,10.6459
0 22 27 33 ,7.8875,12.257
0 22 27 35 ,7.91,12.0265
0 22 27 36 ,7.625,11.6308
0 22 27 37 ,7.6675,11.0903
0 22 27 38 ,7.9175,11.8954
0 22 27 39 ,7.7575,10.9224
0 22 27 42 ,7.64,10.4314
0 22 27 44 ,7.965,11.3968
0 22 27 46 ,7.47,10.184
0 22 27 48 ,7.31,10.0571
0 22 27 58 ,7.9475,10.6352
0 22 28 29 ,7.8225,12.4219
0 22 28 31 ,7.87,12.8153
0 22 28 32 ,7.885,12.6329
0 22 28 33 ,7.44,12.2378
0 22 28 34 ,7.6175,12.2928
0 22 28 35 ,7.4625,12.057
0 22 28 36 ,7.1775,11.6881
0 22 28 37 ,7.22,11.1213
0 22 28 38 ,7.47,11.9468
0 22 28 39 ,7.31,10.7548
0 22 28 41 ,7.9475,10.6821
0 22 28 42 ,7.1925,10.2806
0 22 28 43 ,7.615,11.1933
0 22 28 44 ,7.5175,11.3943
0 22 28 58 ,7.5,10.5819
0 22 29 33 ,7.5825,12.3636
0 22 29 34 ,7.76,12.3915
0 22 29 35 ,7.605,12.1856
0 22 29 36 ,7.32,11.7974
0 22 29 37 ,7.3625,11.2284
0 22 29 38 ,7.6125,12.0147
0 22 29 39 ,7.4525,10.8959
0 22 29 42 ,7.335,10.2611
0 22 29 43 ,7.7575,11.2056
0 22 29 44 ,7.66,11.5443
0 22 29 58 ,7.6425,10.5876
0 22 30 45 ,7.915,10.3253
0 22 30 48 ,7.955,11.0809
0 22 30 49 ,7.5975,11.8961
0 22 30 50 ,7.6275,11.0786
0 22 30 53 ,7.56,10.5334
0 22 30 54 ,7.6,11.0337
0 22 30 55 ,7.5875,11.7619
0 22 30 56 ,7.535,10.5291
0 22 31 33 ,7.63,12.8315
0 22 31 34 ,7.8075,12.7608
0 22 31 35 ,7.6525,12.6072
0 22 31 36 ,7.3675,12.183
0 22 31 37 ,7.41,11.6217
0 22 31 38 ,7.66,12.4232
0 22 31 39 ,7.5,11.4314
0 22 31 40 ,7.3725,10.045
0 22 31 42 ,7.3825,10.9747
0 22 31 43 ,7.805,11.8217
0 22 31 44 ,7.7075,11.9237
0 22 31 46 ,7.2125,10.6047
0 22 31 48 ,7.0525,10.439
0 22 31 58 ,7.69,11.1744
0 22 32 33 ,7.645,12.6537
0 22 32 34 ,7.8225,12.5809
0 22 32 35 ,7.6675,12.4464
0 22 32 36 ,7.3825,12.008
0 22 32 37 ,7.425,11.4488
0 22 32 38 ,7.675,12.2448
0 22 32 39 ,7.515,11.2878
0 22 32 42 ,7.3975,10.794
0 22 32 43 ,7.82,11.6733
0 22 32 44 ,7.7225,11.7947
0 22 32 46 ,7.2275,10.4126
0 22 32 48 ,7.0675,10.2751
0 22 32 58 ,7.705,10.9632
0 22 33 34 ,7.3775,12.3789
0 22 33 35 ,7.2225,12.2016
0 22 33 38 ,7.23,11.9871
0 22 33 39 ,7.07,10.8376
0 22 33 41 ,7.7075,10.664
0 22 33 43 ,7.375,11.1015
0 22 33 44 ,7.2775,11.5135
0 22 33 51 ,7.8025,12.6115
0 22 33 52 ,7.7725,12.4894
0 22 33 58 ,7.26,10.5603
0 22 34 35 ,7.4,12.3364
0 22 34 36 ,7.115,11.985
0 22 34 37 ,7.1575,11.4246
0 22 34 38 ,7.4075,12.2519
0 22 34 39 ,7.2475,10.9239
0 22 34 41 ,7.885,10.8463
0 22 34 42 ,7.13,10.3457
0 22 34 43 ,7.5525,11.1586
0 22 34 44 ,7.455,11.7334
0 22 34 51 ,7.98,12.6688
0 22 34 52 ,7.95,12.5832
0 22 34 58 ,7.4375,10.7483
0 22 35 37 ,7.0025,11.2122
0 22 35 38 ,7.2525,11.9471
0 22 35 39 ,7.0925,10.8299
0 22 35 41 ,7.73,10.6692
0 22 35 43 ,7.3975,10.9898
0 22 35 44 ,7.3,11.502
0 22 35 51 ,7.825,12.5465
0 22 35 52 ,7.795,12.5466
0 22 35 58 ,7.2825,10.5908
0 22 36 41 ,7.445,10.271
0 22 36 43 ,7.1125,10.5587
0 22 36 44 ,7.015,11.1323
0 22 36 51 ,7.54,12.1024
0 22 36 52 ,7.51,12.0575
0 22 37 38 ,7.01,11.1061
0 22 37 43 ,7.155,10.0715
0 22 37 44 ,7.0575,10.675
0 22 37 51 ,7.5825,11.5105
0 22 37 52 ,7.5525,11.4238
0 22 38 39 ,7.1,10.5374
0 22 38 41 ,7.7375,10.4977
0 22 38 43 ,7.405,10.8577
0 22 38 44 ,7.3075,11.4285
0 22 38 51 ,7.8325,12.296
0 22 38 52 ,7.8025,12.1432
0 22 38 58 ,7.29,10.4118
0 22 39 44 ,7.1475,10.1008
0 22 39 51 ,7.6725,11.2845
0 22 39 52 ,7.6425,11.3566
0 22 41 43 ,7.8825,10.2545
0 22 41 44 ,7.785,10.4979
0 22 42 51 ,7.555,10.8958
0 22 42 52 ,7.525,10.9069
0 22 43 44 ,7.4525,10.5332
0 22 43 51 ,7.9775,11.6423
0 22 43 52 ,7.9475,11.3735
0 22 44 51 ,7.88,11.7032
0 22 44 52 ,7.85,11.5442
0 22 46 51 ,7.385,10.5063
0 22 46 52 ,7.355,10.408
0 22 48 51 ,7.225,10.3548
0 22 48 52 ,7.195,10.3166
0 22 51 58 ,7.8625,11.245
0 22 52 58 ,7.8325,11.1234
0 23 24 26 ,7.7625,12.571
0 23 24 28 ,7.6675,13.2805
0 23 24 29 ,7.81,13.4374
0 23 24 31 ,7.8575,13.8636
0 23 24 32 ,7.8725,13.6802
0 23 24 33 ,7.4275,13.4588
0 23 24 34 ,7.605,13.7461
0 23 24 35 ,7.45,13.508
0 23 24 36 ,7.165,13.067
0 23 24 37 ,7.2075,12.5108
0 23 24 38 ,7.4575,13.3489
0 23 24 39 ,7.2975,12.1654
0 23 24 40 ,7.17,10.7812
0 23 24 41 ,7.935,11.8741
0 23 24 42 ,7.18,11.4498
0 23 24 43 ,7.6025,12.2703
0 23 24 44 ,7.505,12.8678
0 23 24 46 ,7.01,11.0585
0 23 24 47 ,7.315,10.1266
0 23 24 52 ,8,13.9667
0 23 24 58 ,7.4875,11.9814
0 23 25 36 ,7.855,13.1849
0 23 25 37 ,7.8975,12.6265
0 23 25 39 ,7.9875,12.3477
0 23 25 40 ,7.86,10.8052
0 23 25 42 ,7.87,11.5888
0 23 25 45 ,7.5,10.4154
0 23 25 46 ,7.7,11.4155
0 23 25 48 ,7.54,11.3712
0 23 25 49 ,7.1825,12.5755
0 23 25 50 ,7.2125,10.8254
0 23 25 53 ,7.145,10.7504
0 23 25 54 ,7.185,11.4538
0 23 25 55 ,7.1725,12.2072
0 23 25 56 ,7.12,10.7809
0 23 26 28 ,7.9975,11.8212
0 23 26 33 ,7.7575,11.8714
0 23 26 34 ,7.935,11.9532
0 23 26 35 ,7.78,11.7378
0 23 26 36 ,7.495,11.3137
0 23 26 37 ,7.5375,10.761
0 23 26 38 ,7.7875,11.5771
0 23 26 39 ,7.6275,10.5131
0 23 26 43 ,7.9325,10.7647
0 23 26 44 ,7.835,11.1028
0 23 26 58 ,7.8175,10.2082
0 23 27 36 ,7.8475,12.0624
0 23 27 37 ,7.89,11.5458
0 23 27 39 ,7.98,11.4121
0 23 27 42 ,7.8625,10.8665
0 23 27 46 ,7.6925,10.6135
0 23 27 48 ,7.5325,10.5116
0 23 27 49 ,7.175,11.7555
0 23 27 50 ,7.205,10.2721
0 23 27 54 ,7.1775,10.5108
0 23 27 55 ,7.165,11.3127
0 23 28 33 ,7.6625,12.6571
0 23 28 34 ,7.84,12.732
0 23 28 35 ,7.685,12.4836
0 23 28 36 ,7.4,12.087
0 23 28 37 ,7.4425,11.5434
0 23 28 38 ,7.6925,12.3963
0 23 28 39 ,7.5325,11.2187
0 23 28 42 ,7.415,10.6871
0 23 28 43 ,7.8375,11.6435
0 23 28 44 ,7.74,11.8374
0 23 28 46 ,7.245,10.3788
0 23 28 48 ,7.085,10.2441
0 23 28 58 ,7.7225,11.0888
0 23 29 33 ,7.805,12.8021
0 23 29 34 ,7.9825,12.8504
0 23 29 35 ,7.8275,12.6314
0 23 29 36 ,7.5425,12.2171
0 23 29 37 ,7.585,11.6722
0 23 29 38 ,7.835,12.4856
0 23 29 39 ,7.675,11.3802
0 23 29 42 ,7.5575,10.6961
0 23 29 43 ,7.98,11.6807
0 23 29 44 ,7.8825,12.0067
0 23 29 46 ,7.3875,10.4206
0 23 29 48 ,7.2275,10.3461
0 23 29 58 ,7.865,11.121
0 23 30 49 ,7.82,12.2787
0 23 30 50 ,7.85,11.3543
0 23 30 53 ,7.7825,10.8856
0 23 30 54 ,7.8225,11.4162
0 23 30 55 ,7.81,12.1443
0 23 30 56 ,7.7575,10.8872
0 23 30 57 ,7.4525,10.3262
0 23 31 33 ,7.8525,13.3072
0 23 31 35 ,7.875,13.0921
0 23 31 36 ,7.59,12.6454
0 23 31 37 ,7.6325,12.109
0 23 31 38 ,7.8825,12.9334
0 23 31 39 ,7.7225,11.9526
0 23 31 40 ,7.595,10.5152
0 23 31 42 ,7.605,11.4439
0 23 31 44 ,7.93,12.4285
0 23 31 45 ,7.235,10.1074
0 23 31 46 ,7.435,11.0744
0 23 31 48 ,7.275,10.9349
0 23 31 58 ,7.9125,11.7408
0 23 32 33 ,7.8675,13.11
0 23 32 35 ,7.89,12.9112
0 23 32 36 ,7.605,12.4497
0 23 32 37 ,7.6475,11.9147
0 23 32 38 ,7.8975,12.7356
0 23 32 39 ,7.7375,11.7867
0 23 32 40 ,7.61,10.3374
0 23 32 42 ,7.62,11.2406
0 23 32 44 ,7.945,12.2772
0 23 32 46 ,7.45,10.8595
0 23 32 48 ,7.29,10.7471
0 23 32 58 ,7.9275,11.5106
0 23 33 34 ,7.6,12.8438
0 23 33 35 ,7.445,12.6523
0 23 33 36 ,7.16,12.2183
0 23 33 37 ,7.2025,11.6596
0 23 33 38 ,7.4525,12.4647
0 23 33 39 ,7.2925,11.3305
0 23 33 41 ,7.93,11.0733
0 23 33 42 ,7.175,10.6948
0 23 33 43 ,7.5975,11.587
0 23 33 44 ,7.5,11.983
0 23 33 46 ,7.005,10.3191
0 23 33 52 ,7.995,12.9675
0 23 33 58 ,7.4825,11.1014
0 23 34 35 ,7.6225,12.8039
0 23 34 36 ,7.3375,12.4261
0 23 34 37 ,7.38,11.8901
0 23 34 38 ,7.63,12.7412
0 23 34 39 ,7.47,11.4372
0 23 34 40 ,7.3425,10.129
0 23 34 42 ,7.3525,10.8094
0 23 34 43 ,7.775,11.6654
0 23 34 44 ,7.6775,12.2169
0 23 34 46 ,7.1825,10.4317
0 23 34 48 ,7.0225,10.3501
0 23 34 58 ,7.66,11.3047
0 23 35 36 ,7.1825,12.2341
0 23 35 37 ,7.225,11.6639
0 23 35 38 ,7.475,12.4273
0 23 35 39 ,7.315,11.3244
0 23 35 41 ,7.9525,11.0796
0 23 35 42 ,7.1975,10.6511
0 23 35 43 ,7.62,11.4812
0 23 35 44 ,7.5225,11.973
0 23 35 46 ,7.0275,10.2465
0 23 35 58 ,7.505,11.1316
0 23 36 38 ,7.19,12.0607
0 23 36 39 ,7.03,10.827
0 23 36 41 ,7.6675,10.6506
0 23 36 43 ,7.335,11.0247
0 23 36 44 ,7.2375,11.5759
0 23 36 51 ,7.7625,12.5672
0 23 36 52 ,7.7325,12.5138
0 23 36 58 ,7.22,10.6506
0 23 37 38 ,7.2325,11.5824
0 23 37 39 ,7.0725,10.2504
0 23 37 41 ,7.71,10.2375
0 23 37 43 ,7.3775,10.5631
0 23 37 44 ,7.28,11.1407
0 23 37 51 ,7.805,12.0017
0 23 37 52 ,7.775,11.9081
0 23 37 58 ,7.2625,10.1497
0 23 38 39 ,7.3225,11.0665
0 23 38 41 ,7.96,10.9363
0 23 38 42 ,7.205,10.44
0 23 38 43 ,7.6275,11.3757
0 23 38 44 ,7.53,11.9224
0 23 38 46 ,7.035,10.0949
0 23 38 58 ,7.5125,10.9831
0 23 39 43 ,7.4675,10.2501
0 23 39 44 ,7.37,10.6212
0 23 39 51 ,7.895,11.8116
0 23 39 52 ,7.865,11.8699
0 23 40 51 ,7.7675,10.4471
0 23 40 52 ,7.7375,10.4395
0 23 41 42 ,7.6825,10.0898
0 23 42 44 ,7.2525,10.0312
0 23 42 51 ,7.7775,11.3676
0 23 42 52 ,7.7475,11.3672
0 23 43 44 ,7.675,11.0372
0 23 43 58 ,7.6575,10.3396
0 23 44 58 ,7.56,10.4269
0 23 45 52 ,7.3775,10.0236
0 23 46 51 ,7.6075,10.9797
0 23 46 52 ,7.5775,10.874
0 23 48 51 ,7.4475,10.8539
0 23 48 52 ,7.4175,10.8059
0 23 49 51 ,7.09,12.2278
0 23 49 52 ,7.06,11.8755
0 23 50 51 ,7.12,10.311
0 23 50 52 ,7.09,10.1673
0 23 51 53 ,7.0525,10.3121
0 23 51 54 ,7.0925,10.9796
0 23 51 55 ,7.08,11.7057
0 23 51 56 ,7.0275,10.3125
0 23 52 53 ,7.0225,10.3946
0 23 52 54 ,7.0625,10.9771
0 23 52 55 ,7.05,11.7314
0 24 25 36 ,7.8525,13.4899
0 24 25 37 ,7.895,12.9173
0 24 25 39 ,7.985,12.6487
0 24 25 40 ,7.8575,11.0952
0 24 25 42 ,7.8675,11.8404
0 24 25 45 ,7.4975,10.6625
0 24 25 46 ,7.6975,11.6784
0 24 25 48 ,7.5375,11.6724
0 24 25 49 ,7.18,12.7774
0 24 25 50 ,7.21,11.0019
0 24 25 53 ,7.1425,11.0405
0 24 25 54 ,7.1825,11.7758
0 24 25 55 ,7.17,12.521
0 24 25 56 ,7.1175,11.0783
0 24 26 28 ,7.995,12.1233
0 24 26 33 ,7.755,12.1986
0 24 26 34 ,7.9325,12.3726
0 24 26 35 ,7.7775,12.1055
0 24 26 36 ,7.4925,11.6852
0 24 26 37 ,7.535,11.1191
0 24 26 38 ,7.785,11.9607
0 24 26 39 ,7.625,10.8837
0 24 26 42 ,7.5075,10.1356
0 24 26 43 ,7.93,11.0426
0 24 26 44 ,7.8325,11.4871
0 24 26 58 ,7.815,10.5586
0 24 27 36 ,7.845,12.3371
0 24 27 37 ,7.8875,11.8024
0 24 27 39 ,7.9775,11.6757
0 24 27 40 ,7.85,10.2261
0 24 27 42 ,7.86,11.0698
0 24 27 46 ,7.69,10.8297
0 24 27 48 ,7.53,10.7702
0 24 27 49 ,7.1725,11.911
0 24 27 50 ,7.2025,10.3891
0 24 27 53 ,7.135,10.0966
0 24 27 54 ,7.175,10.7945
0 24 27 55 ,7.1625,11.5889
0 24 27 56 ,7.11,10.1814
0 24 28 33 ,7.66,12.9364
0 24 28 34 ,7.8375,13.0987
0 24 28 35 ,7.6825,12.8015
0 24 28 36 ,7.3975,12.4061
0 24 28 37 ,7.44,11.8472
0 24 28 38 ,7.69,12.7267
0 24 28 39 ,7.53,11.5352
0 24 28 40 ,7.4025,10.1984
0 24 28 42 ,7.4125,10.9448
0 24 28 43 ,7.835,11.8702
0 24 28 44 ,7.7375,12.1688
0 24 28 46 ,7.2425,10.6522
0 24 28 48 ,7.0825,10.5622
0 24 28 58 ,7.72,11.3802
0 24 29 33 ,7.8025,13.0897
0 24 29 34 ,7.98,13.2253
0 24 29 35 ,7.825,12.9574
0 24 29 36 ,7.54,12.5449
0 24 29 37 ,7.5825,11.9854
0 24 29 38 ,7.8325,12.8255
0 24 29 39 ,7.6725,11.7052
0 24 29 40 ,7.545,10.2255
0 24 29 42 ,7.555,10.9674
0 24 29 43 ,7.9775,11.9195
0 24 29 44 ,7.88,12.3458
0 24 29 46 ,7.385,10.707
0 24 29 48 ,7.225,10.6753
0 24 29 58 ,7.8625,11.4249
0 24 30 49 ,7.8175,12.4801
0 24 30 50 ,7.8475,11.5171
0 24 30 53 ,7.78,11.1664
0 24 30 54 ,7.82,11.7337
0 24 30 55 ,7.8075,12.4545
0 24 30 56 ,7.755,11.176
0 24 30 57 ,7.45,10.589
0 24 31 33 ,7.85,13.5655
0 24 31 35 ,7.8725,13.388
0 24 31 36 ,7.5875,12.9428
0 24 31 37 ,7.63,12.3907
0 24 31 38 ,7.88,13.2427
0 24 31 39 ,7.72,12.2418
0 24 31 40 ,7.5925,10.7886
0 24 31 42 ,7.6025,11.6761
0 24 31 44 ,7.9275,12.7364
0 24 31 45 ,7.2325,10.3365
0 24 31 46 ,7.4325,11.322
0 24 31 47 ,7.7375,10.0457
0 24 31 48 ,7.2725,11.2243
0 24 31 58 ,7.91,12.0079
0 24 32 33 ,7.865,13.383
0 24 32 35 ,7.8875,13.2221
0 24 32 36 ,7.6025,12.763
0 24 32 37 ,7.645,12.2128
0 24 32 38 ,7.895,13.0607
0 24 32 39 ,7.735,12.0918
0 24 32 40 ,7.6075,10.6291
0 24 32 42 ,7.6175,11.4896
0 24 32 44 ,7.9425,12.6004
0 24 32 45 ,7.2475,10.1778
0 24 32 46 ,7.4475,11.125
0 24 32 48 ,7.2875,11.0546
0 24 32 58 ,7.925,11.7952
0 24 33 34 ,7.5975,13.2317
0 24 33 35 ,7.4425,12.9909
0 24 33 36 ,7.1575,12.5596
0 24 33 37 ,7.2,11.9873
0 24 33 38 ,7.45,12.8185
0 24 33 39 ,7.29,11.6716
0 24 33 40 ,7.1625,10.256
0 24 33 41 ,7.9275,11.372
0 24 33 42 ,7.1725,10.9816
0 24 33 43 ,7.595,11.842
0 24 33 44 ,7.4975,12.3365
0 24 33 46 ,7.0025,10.6243
0 24 33 52 ,7.9925,13.466
0 24 33 58 ,7.48,11.4207
0 24 34 35 ,7.62,13.2268
0 24 34 36 ,7.335,12.8528
0 24 34 37 ,7.3775,12.3066
0 24 34 38 ,7.6275,13.1761
0 24 34 39 ,7.4675,11.8735
0 24 34 40 ,7.34,10.5639
0 24 34 42 ,7.35,11.1976
0 24 34 43 ,7.7725,12.016
0 24 34 44 ,7.675,12.6561
0 24 34 46 ,7.18,10.8416
0 24 34 48 ,7.02,10.8034
0 24 34 58 ,7.6575,11.7182
0 24 35 36 ,7.18,12.6105
0 24 35 37 ,7.2225,12.0286
0 24 35 38 ,7.4725,12.817
0 24 35 39 ,7.3125,11.7038
0 24 35 40 ,7.185,10.3071
0 24 35 41 ,7.95,11.4173
0 24 35 42 ,7.195,10.9798
0 24 35 43 ,7.6175,11.7765
0 24 35 44 ,7.52,12.363
0 24 35 46 ,7.025,10.596
0 24 35 58 ,7.5025,11.489
0 24 36 38 ,7.1875,12.4528
0 24 36 39 ,7.0275,11.2132
0 24 36 41 ,7.665,10.9913
0 24 36 43 ,7.3325,11.322
0 24 36 44 ,7.235,11.9694
0 24 36 51 ,7.76,12.9366
0 24 36 52 ,7.73,13.0553
0 24 36 58 ,7.2175,11.0134
0 24 37 38 ,7.23,11.9605
0 24 37 39 ,7.07,10.6242
0 24 37 41 ,7.7075,10.558
0 24 37 43 ,7.375,10.8404
0 24 37 44 ,7.2775,11.5184
0 24 37 51 ,7.8025,12.3593
0 24 37 52 ,7.7725,12.4475
0 24 37 58 ,7.26,10.4961
0 24 38 39 ,7.32,11.4659
0 24 38 40 ,7.1925,10.1731
0 24 38 41 ,7.9575,11.2899
0 24 38 42 ,7.2025,10.7872
0 24 38 43 ,7.625,11.6849
0 24 38 44 ,7.5275,12.3246
0 24 38 46 ,7.0325,10.462
0 24 38 58 ,7.51,11.3566
0 24 39 41 ,7.7975,10.0915
0 24 39 43 ,7.465,10.5402
0 24 39 44 ,7.3675,11.021
0 24 39 51 ,7.8925,12.1787
